year,month,pr
2075,5,6.126267e-05
2075,6,3.6003486e-05
2075,7,1.0990462e-05
2075,8,4.93178e-06
2075,9,1.3041863e-06
2075,10,2.2490208e-06
2075,11,3.551177e-05
2075,12,7.3350966e-05
2076,1,8.632622e-05
2076,2,9.79337e-05
2076,3,9.706126e-05
2076,4,9.310433e-05
2076,5,8.301238e-05
2076,6,4.1685234e-05
2076,7,1.924003e-05
2076,8,8.132735e-06
2076,9,4.051857e-06
2076,10,2.115864e-05
2076,11,3.010112e-05
2076,12,4.2132197e-05
2077,1,7.558328e-05
2077,2,8.435363e-05
2077,3,9.7073724e-05
2077,4,8.73265e-05
2077,5,8.4212625e-05
2077,6,4.7066867e-05
2077,7,1.7349605e-05
2077,8,5.8417336e-06
2077,9,4.563064e-06
2077,10,2.6895648e-05
2077,11,4.8779755e-05
2077,12,0.00010189304
2078,1,0.00012082493
2078,2,0.00013946394
2078,3,0.000117099655
2078,4,7.4997064e-05
2078,5,8.600951e-05
2078,6,5.1665935e-05
2078,7,2.5017263e-05
2078,8,1.1245816e-05
2078,9,3.6231747e-06
2078,10,7.793334e-06
2078,11,3.846536e-05
2078,12,9.162703e-05
2079,1,0.00010597376
2079,2,0.00012332985
2079,3,0.00010320513
2079,4,8.6043845e-05
2079,5,8.589502e-05
2079,6,3.185616e-05
2079,7,1.6174627e-05
2079,8,6.204732e-06
2079,9,4.177554e-06
2079,10,7.439428e-06
2079,11,3.1011044e-05
2079,12,7.355937e-05
2080,1,8.230409e-05
2080,2,9.5733645e-05
2080,3,8.635465e-05
2080,4,9.496805e-05
2080,5,7.542701e-05
2080,6,5.150582e-05
2080,7,2.0831912e-05
2080,8,1.2821436e-05
2080,9,6.26083e-06
2080,10,2.6483105e-05
2080,11,4.770818e-05
2080,12,0.00011971076
2081,1,0.00012004174
2081,2,0.000110298315
2081,3,0.00010647089
2081,4,8.447215e-05
2081,5,7.324621e-05
2081,6,3.4022043e-05
2081,7,1.1711744e-05
2081,8,7.064503e-06
2081,9,6.5335566e-06
2081,10,8.147766e-06
2081,11,4.2054515e-05
2081,12,7.163337e-05
2082,1,9.7432625e-05
2082,2,8.9974776e-05
2082,3,0.00010278606
2082,4,8.554556e-05
2082,5,7.5380056e-05
2082,6,4.125163e-05
2082,7,1.5287198e-05
2082,8,6.253167e-06
2082,9,4.3274745e-06
2082,10,1.5942198e-05
2082,11,3.255791e-05
2082,12,6.6529756e-05
2083,1,8.1518265e-05
2083,2,8.753639e-05
2083,3,9.693234e-05
2083,4,0.000102109116
2083,5,7.8683595e-05
2083,6,4.702214e-05
2083,7,1.65377e-05
2083,8,7.4602112e-06
2083,9,5.7847424e-06
2083,10,1.6819196e-05
2083,11,6.0816124e-05
2083,12,9.302484e-05
2084,1,0.0001227395
2084,2,0.0001150868
2084,3,0.00010822134
2084,4,8.683183e-05
2084,5,7.024694e-05
2084,6,4.4989407e-05
2084,7,1.4700321e-05
2084,8,7.638336e-06
2084,9,2.4031153e-06
2084,10,5.1421666e-06
2084,11,6.237223e-05
2084,12,8.939203e-05
2085,1,7.773843e-05
2085,2,0.00011686665
2085,3,0.00011294988
2085,4,8.859667e-05
2085,5,4.6811703e-05
2085,6,5.5651766e-05
2085,7,2.1768692e-05
2085,8,8.642834e-06
2085,9,5.113702e-06
2085,10,6.3876837e-06
2085,11,3.812008e-05
2085,12,3.7680613e-05
2086,1,6.1806975e-05
2086,2,9.541543e-05
2086,3,9.007386e-05
